banda,Popularity,nome,tempo,Energy,Liveness,userId,Acousticness,instrumentalness,Valence,idMusica,Id,Danceability
The Vaccines,37.0,(All Afternoon) In Love,86.025,0.57,0.129,1563678377056306,0.197,0.129,0.168,2STZQFLGeKmbzO33Qshtrs,,0.516
Adele,72.0,Set Fire to the Rain,108.003,0.683,0.125,1563678377056306,0.00382,0.0,0.466,3CKCZ9pfwAfoMZlMncA1Nc,,0.61
The Vaccines,35.0,Maybe I Could Hold You,80.771,0.798,0.0943,1563678377056306,0.0194,2e-05,0.572,3s5xGhiCKvww5pZXz13QeY,,0.531
The Vaccines,45.0,Dream Lover,94.004,0.79,0.128,1563678377056306,0.00056,0.00109,0.577,4UiRLwmHSsuzVc54ShHRvv,,0.473
Dimmi,67.0,Found U,122.008,0.644,0.188,1563678377056306,0.00347,0.00051,0.522,6FwdwKhajPx5UWknKrr9M5,,0.77
Marina Diniz,54.0,Torn,107.132,0.678,0.347,1563678377056306,0.0372,7e-05,0.599,1gQ0tw0LJtyhAZFIgUy7PV,,0.513
Gudicarmas,12.0,Tião,100.048,0.722,0.13,1563678377056306,0.0357,0.00935,0.824,2OKaQa2cYQpCkyXqhl2jin,,0.646
Dua Lipa,96.0,New Rules,116.073,0.7,0.153,1563678377056306,0.00261,2e-05,0.608,2ekn2ttSfGqwhhate0LSR0,,0.762
Karol Conká,47.0,Tombei - Tropkillaz Radio Remix,99.983,0.825,0.0807,1563678377056306,0.00096,1e-05,0.163,32YLcCsmx4NNoRFRiuIGhE,,0.794
Rihanna,74.0,Needed Me,110.898,0.314,0.0825,1563678377056306,0.11,0.0,0.296,3kfxarilcBr81mb2hmZLeh,,0.671
The Vaccines,32.0,Radio Bikini,97.176,0.986,0.444,1563678377056306,0.00014,0.0,0.584,5U5OT7XdjiZaQYSoc2oi69,,0.408
The Weeknd,82.0,Starboy,186.054,0.594,0.134,1563678377056306,0.165,0.0,0.535,5aAx2yezTd8zXrkmtKl66Z,,0.681
Rihanna,69.0,Pon de Replay,99.019,0.64,0.101,1563678377056306,0.00015,0.00077,0.498,6GC6lcKgjCdsdIz5OiCUw5,,0.779
The Vaccines,43.0,Want You So Bad,176.068,0.839,0.104,1563678377056306,0.0134,0.244,0.571,6XoNBGHoWlqMtSTob5heto,,0.482
Radiola Serra Alta,8.0,Eu Pisei na Pedra,180.016,0.728,0.149,1563678377056306,0.0381,0.385,0.554,00fjTTSpSDrJ3Gtb8Qn0HS,,0.597
Christophe Beck,42.0,Toner (Instrumental Suite),113.193,0.604,0.11,1563678377056306,0.0176,0.856,0.054,03CG83FULo7U50k01Amvom,,0.494
The Vaccines,29.0,Primal Urges,129.182,0.504,0.127,1563678377056306,0.172,0.832,0.641,0QpmzqP0PinT9sO0VnRTpk,,0.871
Gorillaz,80.0,Feel Good Inc,138.559,0.705,0.613,1563678377056306,0.00836,0.00233,0.772,0d28khcov6AiegSCpG5TuT,,0.818
Lorde,66.0,Homemade Dynamite,106.965,0.437,0.0901,1563678377056306,0.252,0.0,0.217,12o6dxWGk29uIAP3OWY0pM,,0.762
Alaska Thunderfuck,51.0,Come to Brazil,127.962,0.859,0.0367,1563678377056306,0.0012,0.0,0.76,1CkBfWPth8AjUSFtQJ9YBL,,0.643
Adele,70.0,All I Ask,141.961,0.283,0.149,1563678377056306,0.882,0.0,0.343,1wMALZpuqAy7amQsFBWQ8m,,0.587
Lily Allen,29.0,Close Your Eyes,87.0,0.662,0.14,1563678377056306,0.473,0.0,0.659,2sHzMoOrVixznICJALLHbY,,0.713
Adele,77.0,Someone Like You,135.109,0.33,0.0975,1563678377056306,0.892,0.0,0.285,4kflIGfjdZJW4ot2ioixTB,,0.559
Academia da Berlinda,32.0,Yayá,97.98,0.657,0.0966,1563678377056306,0.453,0.0182,0.914,4vHzd791yO2WBesZrEtblp,,0.722
Daft Punk,71.0,Lose Yourself to Dance,100.163,0.659,0.0753,1563678377056306,0.0839,0.00114,0.674,5CMjjywI0eZMixPeqNd75R,,0.832
Whitney Houston,52.0,It's Not Right but It's Okay - Thunderpuss Mix/Remastered: 2000,129.994,0.944,0.048,1563678377056306,0.01,0.00307,0.76,5OqmLY18KXsZR1aGrXP3ZI,,0.735
Adele,63.0,Million Years Ago,105.846,0.273,0.108,1563678377056306,0.733,0.0,0.181,5VwSwu1zeiMGAjwe9nUmzZ,,0.721
M.I.A.,62.0,Bad Girls,143.424,0.915,0.0967,1563678377056306,0.0012,0.0,0.336,6iBaw0T7b3pTmMH1eMrul0,,0.641
Adele,60.0,Love in the Dark,109.812,0.341,0.109,1563678377056306,0.536,0.0,0.142,6oQRvWaoFDJpTTnaWdzhXt,,0.333
The xx,66.0,Crystalised,122.908,0.486,0.084,1530736360375283,0.818,0.374,0.422,6rxEjkoar48SssZePbtb2x,,0.765
Turma do Pagode,61.0,Cobertor de Orelha - Ao Vivo,80.09,0.85,0.982,1530736360375283,0.773,0.0,0.907,5tDIwLvi7AaoY4pkA7pUBv,,0.6
Márcia Fellipe,59.0,Quatro Sorrisos - Ao Vivo,157.619,0.858,0.532,1530736360375283,0.324,0.0,0.499,4LPX6uUEvtCFtILkSVp4pi,,0.383
Ed Sheeran,93.0,Shape of You,95.977,0.652,0.0931,1530736360375283,0.581,0.0,0.931,7qiZfU4dY1lWllzX7mPBI3,,0.825
Alabama Shakes,60.0,Hold On,88.299,0.667,0.0852,1530736360375283,0.206,0.352,0.546,1gGY6qfslDtJ4OoWQGKtkE,,0.574
Julia Michaels,68.0,Uh Huh,137.967,0.657,0.0798,1530736360375283,0.158,9e-05,0.549,7hCcLbNDCVPNqAwuoutJ31,,0.769
Paula Mattos,52.0,"Não largo, não troco, não empresto - Ao vivo",76.639,0.712,0.859,1530736360375283,0.595,0.0,0.422,4zqCBe1iQ1454Ogg8PKon1,,0.574
J Balvin,88.0,Mi Gente,103.809,0.677,0.13,1530736360375283,0.0148,1e-05,0.294,2rb5MvYT7ZIxbKW5hfcHx8,,0.543
Daughter,63.0,Smother,125.086,0.139,0.115,1530736360375283,0.922,0.11,0.109,3MH3oRNyFb5mNm663xcK7T,,0.491
AJR,76.0,Weak,123.98,0.637,0.184,1530736360375283,0.137,0.0,0.678,3BuLtAmXKy5uQYl4ED1zBT,,0.673
Sheppard,46.0,Edge Of The Night - Spanish Language Version,114.015,0.795,0.0798,1530736360375283,0.0722,0.0,0.809,6rKA2zb7ftUWM7mhkuASkK,,0.805
Bruno Mars,88.0,That's What I Like,134.066,0.56,0.0944,1530736360375283,0.013,0.0,0.86,0KKkJNfGyhkQ5aFogxQAPU,,0.853
Marshmello,96.0,Silence,141.971,0.761,0.17,1530736360375283,0.256,0.0,0.286,7vGuf3Y35N4wmASOKLUVVU,,0.52
Cleber & Cauan,78.0,Quase - Ao Vivo,136.911,0.548,0.19,1530736360375283,0.794,0.0,0.646,1504k2wy349EtgioaW78Ht,,0.764
Maiara & Maraisa,56.0,Bengala e Crochê - Ao Vivo,168.574,0.827,0.348,1530736360375283,0.56,0.0,0.341,47eqU30qkpuIVinqJn1swI,,0.442
The Chainsmokers,83.0,Something Just Like This,102.996,0.649,0.174,1530736360375283,0.0306,2e-05,0.505,1dNIEtp7AY3oDAKCGg2XkH,,0.607
Steve Aoki,79.0,Just Hold On,114.991,0.932,0.0574,1530736360375283,0.00383,0.0,0.374,3EmmCZoqpWOTY1g2GBwJoR,,0.647
Koni,50.0,Mad About You,100.973,0.798,0.58,1530736360375283,0.0598,0.0,0.533,1XkBCX3LY9HRTkRBylEouL,,0.664
Kygo,85.0,It Ain't Me (with Selena Gomez),99.968,0.533,0.0864,1530736360375283,0.119,0.0,0.515,3eR23VReFzcdmS7TYCrhCe,,0.64
Camila Cabello,83.0,Crying in the Club,85.227,0.617,0.163,1530736360375283,0.334,0.0,0.603,1SJtlNRJDeYHioymcvsqev,,0.334
Major Lazer,72.0,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),108.005,0.743,0.099,1530736360375283,0.105,0.0,0.674,0fg8CqpjdojMyXLNzM2PaJ,,0.803
Fergie,67.0,You Already Know (feat. Nicki Minaj),113.071,0.472,0.156,1530736360375283,0.167,0.0,0.253,1irQqioH3g13sybtzD3jJL,,0.883
Fifth Harmony,75.0,He Like That,147.016,0.681,0.142,1530736360375283,0.362,0.0,0.491,1zjcIIrm2fbVFmG3dsj03e,,0.592
Maroon 5,78.0,Cold (feat. Future),99.905,0.716,0.0424,1530736360375283,0.118,0.0,0.506,21TdkDRXuAB3k90ujRU1et,,0.697
Avine Vinny,51.0,Whisky Cigarro E Violão - Ao Vivo,134.536,0.831,0.121,1530736360375283,0.754,0.0,0.64,4AxgXYGE5w0EiIRWG2pPxj,,0.619
Avine Vinny,46.0,Tapa na Cara Não Dói,170.066,0.943,0.102,1530736360375283,0.649,0.0001,0.825,1GTdSoLA2KsJM1SDcrS3RL,,0.584
Jorge & Mateus,74.0,Paredes - Ao Vivo,169.974,0.925,0.272,1530736360375283,0.176,0.0,0.802,2GfxgssRHvY1azHtaRqKoK,,0.619
Jorge & Mateus,70.0,Se o Amor Tiver Lugar,119.898,0.739,0.408,1530736360375283,0.203,0.0,0.377,4sFVdIwmVj2y87qqOWwSU3,,0.606
Jorge & Mateus,61.0,De Tanto Te Querer - Ao Vivo,140.934,0.756,0.793,1530736360375283,0.0775,0.0,0.501,3HrvG1d9OZpg6eV4A1dcSk,,0.322
Sorriso Maroto,34.0,Estrela Maior,133.027,0.619,0.934,1530736360375283,0.779,0.0,0.539,1MqdRFI8PuOxK9JZ4Ib1LE,,0.567
Avine Vinny,42.0,Eu Só Quero é Você,90.09,0.915,0.289,1530736360375283,0.477,0.0,0.615,3LQfZszEjNQdejLIXwrnHf,,0.561
Dilsinho,50.0,Piquenique (Sony Music Live),98.068,0.384,0.127,1530736360375283,0.783,0.0,0.547,4GGt0issSSgeJwHPYmVoko,,0.703
Dilsinho,67.0,Refém,147.88,0.542,0.0923,1530736360375283,0.691,0.0,0.837,4muZ1PUxmss4cVmYnpLrvs,,0.653
Jorge & Mateus,66.0,Vou Voando - Ao Vivo,136.898,0.863,0.585,1530736360375283,0.116,0.0,0.691,1WCn5QBp0Kl9uHrR0J02GS,,0.608
Avine Vinny,43.0,"Whisky, Cigarro e Violão",134.897,0.892,0.436,1530736360375283,0.625,0.0,0.651,1sI7vZDGmHnNB77RGSToAq,,0.699
Jorge & Mateus,67.0,Louca de Saudade - Ao Vivo,106.017,0.739,0.276,1530736360375283,0.539,0.0,0.722,2InJDvDcA4RXEeA9njdibl,,0.728
Jorge & Mateus,71.0,Pra Sempre Com Você - Ao Vivo,97.996,0.888,0.874,1530736360375283,0.384,0.0,0.544,2KGv51jgAz8OTjNPyRryfq,,0.625
Jorge & Mateus,64.0,Ou Some Ou Soma - Ao Vivo,100.048,0.918,0.777,1530736360375283,0.0291,0.0,0.736,3dRBzTOu9polrH9U6Vh2zw,,0.661
Jorge & Mateus,75.0,Medida Certa,176.093,0.872,0.111,1530736360375283,0.58,0.0,0.837,44mr3ypWNHa0inr3heiOb2,,0.617
Jorge & Mateus,54.0,Pot-Pourri: Tem Nada a Ver / Te Cuida Coração - Ao Vivo,147.954,0.876,0.958,1530736360375283,0.09,0.0,0.78,49YDI5UEO5qwICES8Y8uMi,,0.342
Avine Vinny,40.0,Isso Vai Até Quando,162.704,0.902,0.493,1530736360375283,0.628,1e-05,0.611,5No5L2tGMrt58fvB0zlVfB,,0.492
Avine Vinny,41.0,Então Vai,159.182,0.933,0.346,1530736360375283,0.531,0.0,0.772,6xjLL1Zd8UdoR5HH20RUxh,,0.569
Sorriso Maroto,54.0,Eu Já Te Quis um Dia,147.955,0.623,0.104,1530736360375283,0.653,0.0,0.818,0a9DegspNHgSIWm7edlDoh,,0.675
Colbie Caillat,71.0,Bubbly,127.866,0.477,0.115,1530736360375283,0.594,0.0,0.257,1lkvpmrCaXK8QtliFDcHBO,,0.688
Anitta,68.0,Movimento da Sanfoninha - Ao Vivo,133.002,0.999,0.866,1530736360375283,0.177,0.281,0.0807,2loApP0kPaim0BTDVP9F26,,0.76
Avine Vinny,42.0,Fala Pro Papai,126.035,0.908,0.112,1530736360375283,0.56,0.113,0.921,3Ce7qpQSkxsGKb94VuM11a,,0.77
Maluma,89.0,Felices los 4,93.973,0.789,0.351,1530736360375283,0.231,0.0,0.737,0qYTZCo5Bwh1nsUFGZP3zn,,0.755
Jorge & Mateus,52.0,Espelho - Ao Vivo,144.73,0.838,0.959,1530736360375283,0.0167,0.0,0.487,0XgIrW4bDmRqO5bzA3UeHS,,0.404
Avine Vinny,39.0,Beco Sem Saída,159.959,0.872,0.0755,1530736360375283,0.488,0.0,0.56,1dYarcucWZX7jtCE8gzDVe,,0.501
Avine Vinny,41.0,Acabou Morreu - Ao Vivo,173.468,0.812,0.241,1530736360375283,0.742,0.00198,0.538,2OPaXGa3v9S8V0C7stVsHG,,0.479
Jorge & Mateus,52.0,Amo Noite e Dia - Ao Vivo,134.672,0.823,0.92,1530736360375283,0.196,0.00378,0.27,2VBTHwf7YzlyENFnrgIlD5,,0.385
Jorge & Mateus,53.0,Seu Astral - Ao Vivo,137.903,0.923,0.982,1530736360375283,0.251,1e-05,0.703,2VCBznqS9pHibDerZgZNoO,,0.49
Dilsinho,64.0,Cansei de Farra,145.836,0.646,0.241,1530736360375283,0.776,0.0,0.488,3BlebRyXXEVQnWhJetr5VZ,,0.58
Jorge & Mateus,63.0,Antônimos - Ao Vivo,167.009,0.883,0.54,1530736360375283,0.214,0.0,0.757,3SWIpewrd1V1iw09lim55f,,0.568
Jorge & Mateus,53.0,O Que É Que Tem - Ao Vivo,95.499,0.761,0.833,1530736360375283,0.589,0.0,0.422,4KXUYDCjfKLs4RyzcwOHrk,,0.336
DJ Caique,43.0,Quatro e Vinte Cinco,126.035,0.718,0.255,1530736360375283,0.211,0.0,0.52,4Kgeb3CywcECF59haZto4g,,0.66
Márcia Fellipe,37.0,Chega De Conversa - Ao Vivo,108.959,0.699,0.397,1530736360375283,0.75,5e-05,0.495,4f1U2IUBzV8JIqzU24oG8l,,0.696
Jorge & Mateus,54.0,Os Anjos Cantam - Ao Vivo,180.029,0.907,0.94,1530736360375283,0.287,0.0,0.726,57xzjzfQn7loBS0ngMYEe4,,0.324
Sorriso Maroto,34.0,Pot-Pourri: O Melhor Pedaço / Brigas por Nada,149.977,0.85,0.459,1530736360375283,0.72,0.0,0.482,5RPEbTndYeFRFAOzKFgbL5,,0.54
Kid Abelha,40.0,Quero Te Encontrar - Live,186.13,0.803,0.684,1530736360375283,0.224,0.0,0.653,5VUMHDQc6z3uzzLeKtPB8F,,0.46
Thiago Brava,64.0,Dona Maria,139.845,0.303,0.381,1530736360375283,0.749,0.0,0.917,5huhTBZco7UxXDqCIwlQ2s,,0.784
Avine Vinny,39.0,Acabou Morreu,173.952,0.944,0.0949,1530736360375283,0.51,2e-05,0.433,5svzogHrjptU4AY2rClE4T,,0.584
Sorriso Maroto,49.0,Eu Já Te Quis um Dia - Acústico,135.998,0.288,0.089,1530736360375283,0.821,0.0,0.31,6KO3DKSDpCAUUTPY5FJyVi,,0.599
Avine Vinny,46.0,Eu Tô Limpando Você da Minha Vida (In Jeri),176.02,0.943,0.353,1530736360375283,0.395,0.0,0.943,7ftODAbb63D41WBBS9OZAU,,0.66
The Calling,68.0,Wherever You Will Go,112.024,0.696,0.127,1530736360375283,0.0392,0.0,0.354,37qI0mchgzUSeUhPiwUWPY,,0.551
Jorge & Mateus,79.0,Contrato,127.974,0.631,0.118,1530736360375283,0.432,0.0,0.831,12lOxvml5EBvSCzQll7xVS,,0.828
Jack Johnson,67.0,"Sitting, Waiting, Wishing",105.01,0.547,0.104,1530736360375283,0.227,2e-05,0.556,1dnXuEuApvuVqQCn0v9McL,,0.766
Jorge & Mateus,49.0,Calma - Ao Vivo,131.021,0.865,0.936,1530736360375283,0.225,1e-05,0.576,0kR6yjhA8eqEvhorNzJV6O,,0.523
Jorge & Mateus,50.0,O Que Eu Tava Falando - Ao Vivo,111.961,0.831,0.893,1530736360375283,0.363,0.0,0.599,0qGqHlaGNFNhxyxyoZs6eI,,0.446
Jorge & Mateus,47.0,Traz Ela de Volta Pra Mim - Ao Vivo,137.94,0.816,0.972,1530736360375283,0.14,0.00012,0.68,12N7X2YhK8UVIH2psfBqTS,,0.542
Thiago Brava,46.0,Passarinho,141.964,0.269,0.1,1530736360375283,0.857,0.0,0.834,17nnx8URDo4VbkT3lvpQUs,,0.799
Jorge & Mateus,48.0,Sosseguei - Ao Vivo,132.681,0.788,0.544,1530736360375283,0.512,0.0,0.619,1CDv3CcvJqwlAjUPoWdB1c,,0.369
Jorge & Mateus,50.0,Idas e Voltas - Ao Vivo,139.879,0.718,0.894,1530736360375283,0.0757,0.0,0.687,1XEktdX2mXjA1OTfUJSmdA,,0.455
Julia Michaels,50.0,Pink,121.982,0.672,0.0988,1530736360375283,0.0679,0.00111,0.595,1twTatZXHgJwZEhKl41uBj,,0.928
Jorge & Mateus,50.0,Enquanto Houver Razões - Ao Vivo,139.839,0.846,0.929,1530736360375283,0.106,0.0,0.708,24pu81tLFhCMJlPT3T1fA3,,0.551
Jorge & Mateus,48.0,Coisas de Quem Ama - Ao Vivo,84.682,0.498,0.36,1530736360375283,0.715,1e-05,0.37,2C8alz00kEfqt50rW3sBBq,,0.328
Jorge & Mateus,49.0,Nocaute - Ao Vivo,93.461,0.854,0.13,1530736360375283,0.254,0.0,0.663,2HkzKc89oKERWfkUXU1JGC,,0.558
Jorge & Mateus,48.0,A Hora É Agora - Ao Vivo,136.816,0.876,0.972,1530736360375283,0.0776,0.0703,0.616,2JQlAb9GyevTJ80NCcBae2,,0.4
Jorge & Mateus,53.0,Maneira Errada - Ao Vivo,148.544,0.757,0.367,1530736360375283,0.331,0.0,0.488,2XtMDVQz1UZXoyVNpqOGrp,,0.426
Jorge & Mateus,48.0,Querendo Te Amar - Ao Vivo,139.344,0.865,0.928,1530736360375283,0.103,1e-05,0.617,34JuqbBxplOgalprznska1,,0.359
Jorge & Mateus,59.0,Pergunta Boba - Ao Vivo,89.557,0.866,0.465,1530736360375283,0.0321,0.00013,0.657,36OBPVuz58hAsKxgLCKer6,,0.506
Sorriso Maroto,38.0,Clichê,148.038,0.844,0.913,1530736360375283,0.708,0.0,0.548,3BPVInfG5322az3MmOKmHQ,,0.582
Sorriso Maroto,42.0,O Nosso Bonde É Terrível,98.039,0.759,0.115,1530736360375283,0.438,0.0,0.955,3I3x5hU0A1So7PHj3Wum1W,,0.803
Jorge & Mateus,50.0,Onde Haja Sol - Ao Vivo,121.416,0.725,0.937,1530736360375283,0.275,5e-05,0.312,3RLoIn3LB72B3dNiKWjc9G,,0.366
Cleber & Cauan,53.0,Onde Há Fumaça Há Fogo - Ao Vivo,139.963,0.685,0.627,1530736360375283,0.825,0.00061,0.397,3hULRrivA1XrLC9MdwOR4i,,0.668
Jorge & Mateus,49.0,Aí Já Era - Ao Vivo,176.203,0.558,0.772,1530736360375283,0.729,4e-05,0.358,3iDpOUtr15T2V2nRJM9k9f,,0.306
Jorge & Mateus,50.0,Mil Anos - Ao Vivo,137.834,0.724,0.165,1530736360375283,0.287,0.0,0.627,3nyOIs20XEpHbaCa12Rpvx,,0.352
Maluma,83.0,GPS,143.949,0.629,0.346,1530736360375283,0.188,0.0,0.676,3t6j6WNv2OSn6qm5Vxynub,,0.841
Jorge & Mateus,49.0,Duas Metades - Ao Vivo,106.139,0.708,0.424,1530736360375283,0.701,1e-05,0.558,3yX8s7fTadGrpwRgXlCOuy,,0.451
Avine Vinny,47.0,Tô Limpando Você da Minha Vida (feat. Solange Almeida),176.121,0.96,0.0987,1530736360375283,0.256,0.0,0.964,4Q6nP0WOCPrbJKZZJCn0ng,,0.669
Maluma,92.0,Corazón,98.989,0.768,0.162,1530736360375283,0.283,2e-05,0.765,4lESS6vuruP6a79KWRaQou,,0.871
Hailee Steinfeld,90.0,"Let Me Go (with Alesso, Florida Georgia Line & watt)",103.036,0.717,0.0769,1530736360375283,0.0393,0.0,0.71,5AEtlRudpgdT5FtNiuly6Y,,0.659
Thiago Brava,48.0,Distanciou,68.367,0.255,0.185,1530736360375283,0.747,0.0,0.727,5BXV9oo1qxGwT2YAAJH6cs,,0.722
Thiago Brava,48.0,Não Desgrudo Mais,139.991,0.288,0.289,1530736360375283,0.74,0.0,0.863,5NgkLyscHLAZ1E9GWXV5Rv,,0.765
Gilberto Gil,34.0,Estrela,122.63,0.549,0.0532,1530736360375283,0.505,0.00506,0.786,5V9k6Ys7u4HG9IB07NId2A,,0.745
Jorge & Mateus,49.0,Se Disser Bye Bye - Ao Vivo,169.969,0.833,0.78,1530736360375283,0.306,0.0,0.818,6CNTRrxisR3RpUPx7nYXdy,,0.407
Thiago Brava,44.0,Canudinho,125.845,0.268,0.362,1530736360375283,0.532,0.0,0.914,6DZWlKFK3uPdGa1jcbG18C,,0.834
Jorge & Mateus,50.0,Te Amo Tanto Que Nem Sei - Ao Vivo,116.275,0.695,0.916,1530736360375283,0.274,0.0,0.466,6MbUPUvlRFfjrjfnqEFvha,,0.362
Jorge & Mateus,50.0,O Mundo É Tão Pequeno - Ao Vivo,139.933,0.911,0.799,1530736360375283,0.167,0.0002,0.619,6lqtnZCjmzqjkAsCOtDLB3,,0.428
Jorge & Mateus,50.0,Logo Eu - Ao Vivo,186.891,0.902,0.907,1530736360375283,0.12,4e-05,0.686,6vxfDMZkHMj3zyYzQ5erbe,,0.456
Álvaro Mamute,13.0,Intro,66.459,0.414,0.241,2054932291405079,0.531,0.0,0.741,5eR1uFf81uVNRczs492smX,,0.725
Rodrigo Ogi,22.0,Intro,95.682,0.378,0.697,2054932291405079,0.718,0.0,0.0398,26w8gHXVD7lvKsAVKL10mp,,0.711
Rodrigo Ogi,29.0,Aventureiro,80.99,0.869,0.228,2054932291405079,0.201,0.00054,0.802,2iXHUpQ1qehRMrmdMdeD7w,,0.667
Síntese,26.0,Introdução,80.556,0.754,0.639,2054932291405079,0.481,0.0,0.83,6iXp2dgjSwkzUxGGa8rbDo,,0.392
Jorge Ben Jor,39.0,A Banda do Zé Pretinho,137.464,0.84,0.128,2054932291405079,0.148,0.0,0.86,4jSiAZQpsA1mAS3RE0UHCo,,0.523
Rodrigo Ogi,29.0,Trindade 3,82.24,0.857,0.414,2054932291405079,0.0669,0.0,0.541,4lnWkS1ttOQzNmo6M8GFSq,,0.406
Rodrigo Ogi,29.0,Na Estação da Luz,101.985,0.875,0.187,2054932291405079,0.00989,0.205,0.861,0Be5Gml7sTvQtt78k9d0E1,,0.712
Álvaro Mamute,18.0,Atelofobia,86.494,0.325,0.1,2054932291405079,0.852,0.0,0.441,0LO22jLHTcR2AciKLPMaEf,,0.534
Rodrigo Ogi,28.0,Correspondente de Guerra,148.919,0.854,0.615,2054932291405079,0.0947,0.0,0.589,0TXJqRHyvWiBdt6qhPS7KL,,0.465
Rodrigo Ogi,31.0,Hahaha,171.778,0.923,0.658,2054932291405079,0.244,0.0023,0.946,5jD8eho26fGv6qmSqqDLAh,,0.663
Black Alien,45.0,Mister Niterói,159.972,0.79,0.0972,2054932291405079,0.262,0.00019,0.961,6eQjwvQmfY4vBs4c9IKiuW,,0.824
Mc Lon,41.0,Tudo C,169.854,0.468,0.103,2054932291405079,0.0659,0.0,0.77,2LMUigZo4BGaFD8njSlRKe,,0.761
Sabotage,33.0,Introdução,109.99,0.57,0.233,2054932291405079,0.0496,0.0,0.683,3c46SF6o74FEM22FcAqkpf,,0.38
Rodrigo Ogi,25.0,Trindade 1,165.914,0.849,0.266,2054932291405079,0.612,0.0,0.621,5DGl03egGCzQ1VpHFHcV8L,,0.673
Rodrigo Ogi,38.0,Anjo Caído,86.563,0.751,0.316,2054932291405079,0.43,0.0,0.421,5ESjO2CwL7NnEbds9XwYF4,,0.506
Eloy Polemico,22.0,Deixai Aqui Toda a Esperança,89.041,0.437,0.153,2054932291405079,0.034,0.0,0.288,5Ps8cwCTSKZZRES3ZhTeJA,,0.734
Álvaro Mamute,16.0,Voight-Kampff,129.961,0.468,0.11,2054932291405079,0.571,0.0,0.579,7KVEoAQGnvHg0LIAovzfbL,,0.863
Coruja Bc1,31.0,Minhas Razões,89.675,0.861,0.266,2054932291405079,0.154,0.0,0.475,5rgF8uf87MPbsRkOuCGCu7,,0.636
Rincon Sapiência,41.0,Crime Bárbaro,100.075,0.654,0.158,2054932291405079,0.0678,0.0,0.715,02ZhN6Fn0bqMcOEOxONeZw,,0.745
Rincon Sapiência,39.0,Meu Bloco,140.013,0.675,0.141,2054932291405079,0.709,8e-05,0.68,1LTqqCCMvVj7DLlzaxRlZb,,0.788
Rodrigo Ogi,32.0,7 Cordas,88.758,0.871,0.233,2054932291405079,0.3,0.0,0.762,261uhhcZcfj2nB3MICASWf,,0.551
Charlie Brown Jr.,34.0,Descubra O Que Há De Errado Com Você,127.295,0.982,0.297,2054932291405079,0.0664,0.823,0.478,2IdFCGg70vpQbQL0hJmM2L,,0.437
Rodrigo Ogi,35.0,Virou Canção,80.747,0.725,0.471,2054932291405079,0.382,0.0,0.702,39YXWe0GmTzV93e6s3YgtK,,0.596
Rincon Sapiência,51.0,Vida Longa,85.135,0.535,0.345,2054932291405079,0.0733,0.0,0.823,3H96KKHJ5v9yvBIuhpFaRq,,0.731
Álvaro Mamute,16.0,Nada Pessoal,137.0,0.506,0.484,2054932291405079,0.133,0.0,0.357,3YnRss2yb4lG9rTUE9e9lB,,0.758
Rincon Sapiência,43.0,A Volta pra Casa,170.902,0.78,0.0647,2054932291405079,0.413,1e-05,0.959,3d3vEGKliS3341qCoNmkMC,,0.765
Coruja Bc1,22.0,Plano de Ataque,79.915,0.864,0.137,2054932291405079,0.168,0.0,0.46,44pqjFA8uIUcnFmH2xYsej,,0.343
Rincon Sapiência,37.0,Amores às Escuras,169.956,0.547,0.1,2054932291405079,0.466,8e-05,0.833,4elpnQp3FjpqsueDoX4hL2,,0.745
Rincon Sapiência,37.0,A Noite É Nossa,100.995,0.408,0.0896,2054932291405079,0.78,0.00071,0.686,5TZifmsZxd6E3qSKRVmBEq,,0.797
Rincon Sapiência,35.0,Galanga Livre,109.981,0.651,0.169,2054932291405079,0.0124,0.00061,0.815,5WDKHiBNcNmJDjX1WZEGdh,,0.752
Álvaro Mamute,16.0,Justiça (E Outras Mentiras),79.861,0.48,0.0707,2054932291405079,0.681,0.0,0.727,5YVXhNtDl1tf95Jh7mfKCy,,0.777
Álvaro Mamute,15.0,Murro Momento,87.136,0.579,0.116,2054932291405079,0.435,0.0,0.751,69kPih9nrCiaEzZ8K6D3xc,,0.688
Álvaro Mamute,13.0,Briga Mesmo,79.607,0.62,0.108,2054932291405079,0.74,0.0,0.541,6gWsnBBp6POmgHXj2Jk1zA,,0.531
Coruja Bc1,29.0,A Voz do Coração,86.786,0.872,0.199,2054932291405079,0.121,0.0,0.62,74VxNdGBZrJqPRtSsDA0sH,,0.529
Rincon Sapiência,40.0,Moça Namoradeira,101.998,0.652,0.115,2054932291405079,0.0013,0.204,0.291,7DHafh1hKMrKcxyMB19f0r,,0.679
Álvaro Mamute,17.0,Por Quê?,87.139,0.38,0.311,2054932291405079,0.575,0.0,0.452,7F7xyN4NbKmzhASbB74OCQ,,0.465
Rodrigo Ogi,25.0,Trindade 2,91.991,0.856,0.643,2054932291405079,0.447,0.00617,0.667,7GKYL793l2cgIoFXcWBXKK,,0.752
Gabriel O Pensador,39.0,Pátria Que Me Pariu,92.989,0.432,0.0376,2054932291405079,0.177,3e-05,0.661,0QrC103medr3Z0GnRm6wRz,,0.853
Rodrigo Ogi,25.0,Chico Cicatriz,80.639,0.881,0.616,2054932291405079,0.0954,1e-05,0.833,0tHoR1QNVV0mSmovEe8RIx,,0.637
